row_id,order_id,created_at,item_id,quantity,delivery,cust_id,add_id
92,ORD_0037,2024-09-06 15:21:00,it019,2,Y,17,878
93,ORD_0037,2024-09-06 15:21:00,it018,3,N,17,878
94,ORD_0038,2024-09-07 19:33:00,it023,3,N,30,546
95,ORD_0038,2024-09-07 19:33:00,it027,2,Y,30,546
96,ORD_0038,2024-09-07 19:33:00,it019,2,N,30,546
97,ORD_0039,2024-09-08 23:52:00,it018,2,N,31,513
98,ORD_0040,2024-09-09 22:53:00,it028,2,N,2,691
99,ORD_0040,2024-09-09 22:53:00,it020,1,Y,2,691
100,ORD_0040,2024-09-09 22:53:00,it013,1,N,2,691
101,ORD_0040,2024-09-09 22:53:00,it027,2,Y,2,691
102,ORD_0041,2024-09-10 21:17:00,it026,2,N,32,759
103,ORD_0042,2024-09-11 14:22:00,it023,2,N,20,785
104,ORD_0042,2024-09-11 14:22:00,it031,2,N,20,785
105,ORD_0042,2024-09-11 14:22:00,it005,2,N,20,785
106,ORD_0042,2024-09-11 14:22:00,it030,1,Y,20,785
107,ORD_0043,2024-09-12 19:43:00,it023,3,Y,5,845
108,ORD_0043,2024-09-12 19:43:00,it018,3,Y,5,845
109,ORD_0043,2024-09-12 19:43:00,it016,2,Y,5,845
110,ORD_0044,2024-09-13 22:47:00,it020,3,Y,33,283
111,ORD_0044,2024-09-13 22:47:00,it008,2,Y,33,283
112,ORD_0044,2024-09-13 22:47:00,it024,1,Y,33,283
113,ORD_0044,2024-09-13 22:47:00,it023,1,Y,33,283
114,ORD_0045,2024-09-14 23:43:00,it021,1,Y,25,726
115,ORD_0045,2024-09-14 23:43:00,it013,1,N,25,726
116,ORD_0046,2024-09-15 14:15:00,it024,1,Y,34,639
117,ORD_0046,2024-09-15 14:15:00,it016,1,Y,34,639
118,ORD_0046,2024-09-15 14:15:00,it031,3,Y,34,639
119,ORD_0046,2024-09-15 14:15:00,it024,3,Y,34,639
120,ORD_0047,2024-09-17 00:12:00,it024,2,N,35,774
121,ORD_0047,2024-09-17 00:12:00,it032,1,N,35,774
122,ORD_0047,2024-09-17 00:12:00,it027,1,N,35,774
123,ORD_0047,2024-09-17 00:12:00,it024,2,Y,35,774
124,ORD_0048,2024-09-17 18:04:00,it032,1,Y,36,633
125,ORD_0048,2024-09-17 18:04:00,it012,3,Y,36,633
126,ORD_0049,2024-09-18 19:22:00,it026,3,Y,37,170
127,ORD_0050,2024-09-19 16:28:00,it027,2,Y,38,822
128,ORD_0050,2024-09-19 16:28:00,it019,2,Y,38,822
129,ORD_0050,2024-09-19 16:28:00,it027,2,N,38,822
130,ORD_0051,2024-09-20 20:10:00,it014,3,Y,39,732
131,ORD_0051,2024-09-20 20:10:00,it001,3,N,39,732
132,ORD_0052,2024-09-22 01:19:00,it010,3,Y,40,372
133,ORD_0053,2024-09-22 16:21:00,it021,1,N,41,26
134,ORD_0053,2024-09-22 16:21:00,it028,2,N,41,26
135,ORD_0053,2024-09-22 16:21:00,it028,1,N,41,26
136,ORD_0053,2024-09-22 16:21:00,it019,3,Y,41,26
137,ORD_0054,2024-09-24 00:27:00,it010,3,N,11,488
138,ORD_0054,2024-09-24 00:27:00,it024,3,Y,11,488
139,ORD_0054,2024-09-24 00:27:00,it024,3,N,11,488
140,ORD_0055,2024-09-24 21:53:00,it025,2,Y,17,316
141,ORD_0055,2024-09-24 21:53:00,it023,2,Y,17,316
142,ORD_0056,2024-09-25 13:11:00,it031,3,Y,19,759
143,ORD_0057,2024-09-26 12:30:00,it006,1,Y,6,233
144,ORD_0057,2024-09-26 12:30:00,it018,1,Y,6,233
145,ORD_0057,2024-09-26 12:30:00,it021,2,Y,6,233
146,ORD_0058,2024-09-27 20:32:00,it020,2,Y,42,487
147,ORD_0059,2024-09-28 22:27:00,it025,2,Y,43,326
148,ORD_0059,2024-09-28 22:27:00,it023,3,Y,43,326
149,ORD_0059,2024-09-28 22:27:00,it026,2,N,43,326
150,ORD_0059,2024-09-28 22:27:00,it013,3,N,43,326
151,ORD_0060,2024-09-29 14:11:00,it007,2,N,26,327
152,ORD_0060,2024-09-29 14:11:00,it029,2,N,26,327
153,ORD_0061,2024-09-30 18:02:00,it023,2,N,44,744
154,ORD_0061,2024-09-30 18:02:00,it024,3,N,44,744
155,ORD_0061,2024-09-30 18:02:00,it019,1,N,44,744
156,ORD_0062,2024-10-02 01:51:00,it026,3,N,35,255
157,ORD_0062,2024-10-02 01:51:00,it018,2,Y,35,255
158,ORD_0062,2024-10-02 01:51:00,it018,2,N,35,255
159,ORD_0062,2024-10-02 01:51:00,it026,2,Y,35,255
160,ORD_0063,2024-10-02 20:37:00,it023,2,Y,22,483
161,ORD_0064,2024-10-03 15:21:00,it005,3,N,45,437
162,ORD_0064,2024-10-03 15:21:00,it019,1,N,45,437
163,ORD_0064,2024-10-03 15:21:00,it021,1,N,45,437
164,ORD_0064,2024-10-03 15:21:00,it022,2,Y,45,437
165,ORD_0065,2024-10-04 16:44:00,it013,3,N,20,809
166,ORD_0066,2024-10-05 12:18:00,it003,3,Y,46,587
167,ORD_0067,2024-10-06 21:35:00,it031,2,N,47,6
168,ORD_0067,2024-10-06 21:35:00,it024,3,Y,47,6
169,ORD_0068,2024-10-08 01:47:00,it022,1,Y,5,315
170,ORD_0068,2024-10-08 01:47:00,it019,3,N,5,545
171,ORD_0069,2024-10-08 17:37:00,it021,2,Y,48,673
172,ORD_0070,2024-10-09 13:06:00,it005,1,Y,49,123
173,ORD_0070,2024-10-09 13:06:00,it020,2,N,49,408
174,ORD_0070,2024-10-09 13:06:00,it021,2,Y,49,854
175,ORD_0071,2024-10-10 22:53:00,it022,3,N,23,896
176,ORD_0071,2024-10-10 22:53:00,it031,2,N,23,317
177,ORD_0071,2024-10-10 22:53:00,it017,2,N,23,520
178,ORD_0072,2024-10-11 15:19:00,it018,1,Y,50,30
179,ORD_0072,2024-10-11 15:19:00,it019,3,N,50,843
180,ORD_0072,2024-10-11 15:19:00,it018,1,Y,50,143
181,ORD_0073,2024-10-13 01:39:00,it004,2,N,28,876
182,ORD_0073,2024-10-13 01:39:00,it013,1,Y,28,15
183,ORD_0073,2024-10-13 01:39:00,it002,1,N,28,35
184,ORD_0074,2024-10-13 12:12:00,it029,2,N,51,628
185,ORD_0075,2024-10-15 01:23:00,it007,2,Y,4,747
186,ORD_0075,2024-10-15 01:23:00,it018,3,Y,4,761
187,ORD_0076,2024-10-15 14:35:00,it031,2,N,17,558
188,ORD_0076,2024-10-15 14:35:00,it020,1,N,17,495
189,ORD_0076,2024-10-15 14:35:00,it025,1,Y,17,146
190,ORD_0076,2024-10-15 14:35:00,it022,2,N,17,677
191,ORD_0077,2024-10-16 20:45:00,it009,2,N,52,463
192,ORD_0077,2024-10-16 20:45:00,it012,3,Y,52,556
193,ORD_0077,2024-10-16 20:45:00,it023,3,N,52,679
194,ORD_0078,2024-10-17 17:17:00,it017,3,Y,53,710
195,ORD_0078,2024-10-17 17:17:00,it018,1,Y,53,751
196,ORD_0079,2024-10-18 12:26:00,it032,2,Y,54,738
197,ORD_0079,2024-10-18 12:26:00,it018,1,N,54,50
198,ORD_0080,2024-10-20 01:27:00,it008,1,N,31,126
199,ORD_0080,2024-10-20 01:27:00,it020,3,N,31,400
200,ORD_0080,2024-10-20 01:27:00,it002,1,Y,31,492
201,ORD_0081,2024-10-20 17:24:00,it028,2,Y,39,554
202,ORD_0081,2024-10-20 17:24:00,it019,1,Y,39,533
203,ORD_0082,2024-10-21 22:10:00,it022,3,N,55,431
204,ORD_0082,2024-10-21 22:10:00,it029,3,Y,55,90
205,ORD_0082,2024-10-21 22:10:00,it029,3,N,55,436
206,ORD_0083,2024-10-22 21:23:00,it025,3,Y,56,589
207,ORD_0083,2024-10-22 21:23:00,it020,1,N,56,574
208,ORD_0083,2024-10-22 21:23:00,it024,2,Y,56,13
209,ORD_0084,2024-10-23 18:09:00,it019,1,N,35,469
210,ORD_0084,2024-10-23 18:09:00,it026,2,N,35,838
211,ORD_0084,2024-10-23 18:09:00,it025,3,Y,35,24
212,ORD_0084,2024-10-23 18:09:00,it024,3,Y,35,408
213,ORD_0085,2024-10-24 17:22:00,it019,1,Y,57,654
214,ORD_0085,2024-10-24 17:22:00,it024,1,N,57,877
215,ORD_0086,2024-10-26 00:51:00,it021,1,N,58,845
216,ORD_0086,2024-10-26 00:51:00,it014,1,N,58,545
217,ORD_0086,2024-10-26 00:51:00,it019,3,Y,58,407
218,ORD_0086,2024-10-26 00:51:00,it030,2,N,58,772
219,ORD_0087,2024-10-26 14:10:00,it020,3,N,30,723
220,ORD_0087,2024-10-26 14:10:00,it017,2,N,30,569
221,ORD_0087,2024-10-26 14:10:00,it018,1,N,30,663
222,ORD_0088,2024-10-28 00:39:00,it020,3,Y,59,471
223,ORD_0088,2024-10-28 00:39:00,it018,3,N,59,548
224,ORD_0088,2024-10-28 00:39:00,it022,3,N,59,78
225,ORD_0089,2024-10-28 15:48:00,it026,2,Y,8,65
226,ORD_0090,2024-10-29 14:23:00,it002,3,Y,7,793
227,ORD_0090,2024-10-29 14:23:00,it023,3,N,7,147
228,ORD_0090,2024-10-29 14:23:00,it016,3,Y,7,405
229,ORD_0091,2024-10-30 16:42:00,it012,1,N,4,20
230,ORD_0091,2024-10-30 16:42:00,it022,2,N,4,92
231,ORD_0091,2024-10-30 16:42:00,it032,3,N,4,141
232,ORD_0091,2024-10-30 16:42:00,it018,1,N,4,746
233,ORD_0092,2024-10-31 18:02:00,it017,1,N,42,393
234,ORD_0093,2024-11-01 22:21:00,it027,2,Y,4,893
235,ORD_0094,2024-11-02 16:50:00,it023,2,Y,29,604
236,ORD_0094,2024-11-02 16:50:00,it020,3,Y,29,550
237,ORD_0095,2024-11-03 12:29:00,it028,1,N,28,60
238,ORD_0095,2024-11-03 12:29:00,it032,1,Y,28,346
239,ORD_0096,2024-11-04 21:44:00,it024,2,N,6,138
240,ORD_0097,2024-11-05 20:59:00,it013,3,N,60,697
241,ORD_0097,2024-11-05 20:59:00,it019,3,Y,60,48
242,ORD_0097,2024-11-05 20:59:00,it029,3,Y,60,192
243,ORD_0097,2024-11-05 20:59:00,it026,1,N,60,106
244,ORD_0098,2024-11-06 12:13:00,it009,1,N,19,181
245,ORD_0098,2024-11-06 12:13:00,it008,1,Y,19,46
246,ORD_0099,2024-11-07 12:34:00,it003,2,Y,50,187
247,ORD_0099,2024-11-07 12:34:00,it021,1,N,50,131
248,ORD_0099,2024-11-07 12:34:00,it024,2,N,50,386
249,ORD_0099,2024-11-07 12:34:00,it018,2,N,50,209
250,ORD_0100,2024-11-09 01:25:00,it027,3,Y,36,247
251,ORD_0100,2024-11-09 01:25:00,it027,3,Y,36,480
252,ORD_0100,2024-11-09 01:25:00,it023,1,Y,36,404
253,ORD_0101,2024-11-10 01:39:00,it018,1,Y,61,701
254,ORD_0101,2024-11-10 01:39:00,it019,1,N,61,71
255,ORD_0101,2024-11-10 01:39:00,it017,2,Y,61,298
256,ORD_0101,2024-11-10 01:39:00,it018,1,Y,61,156
257,ORD_0102,2024-11-11 00:09:00,it007,3,Y,62,20
258,ORD_0102,2024-11-11 00:09:00,it005,3,Y,62,6
259,ORD_0103,2024-11-11 16:42:00,it028,1,N,43,213
260,ORD_0103,2024-11-11 16:42:00,it029,2,Y,43,442
261,ORD_0103,2024-11-11 16:42:00,it020,1,Y,43,293
262,ORD_0103,2024-11-11 16:42:00,it031,3,N,43,627
263,ORD_0104,2024-11-12 22:25:00,it031,2,Y,40,710
264,ORD_0104,2024-11-12 22:25:00,it026,2,N,40,52
265,ORD_0104,2024-11-12 22:25:00,it018,2,N,40,383
266,ORD_0104,2024-11-12 22:25:00,it032,2,N,40,681
267,ORD_0105,2024-11-13 19:23:00,it029,3,Y,63,805
268,ORD_0105,2024-11-13 19:23:00,it018,2,N,63,251
269,ORD_0106,2024-11-14 19:28:00,it023,3,Y,42,218
270,ORD_0107,2024-11-15 19:11:00,it022,3,Y,24,455
271,ORD_0107,2024-11-15 19:11:00,it018,1,N,24,162
272,ORD_0107,2024-11-15 19:11:00,it029,2,N,24,103
273,ORD_0108,2024-11-17 01:05:00,it026,1,N,64,871
274,ORD_0108,2024-11-17 01:05:00,it017,3,N,64,299
275,ORD_0108,2024-11-17 01:05:00,it023,2,Y,64,181
276,ORD_0108,2024-11-17 01:05:00,it017,2,Y,64,458
277,ORD_0109,2024-11-17 18:54:00,it017,3,N,65,269
278,ORD_0110,2024-11-18 14:45:00,it021,1,Y,66,248
279,ORD_0110,2024-11-18 14:45:00,it022,2,N,66,85
280,ORD_0110,2024-11-18 14:45:00,it024,2,N,66,416
281,ORD_0110,2024-11-18 14:45:00,it005,3,Y,66,309
282,ORD_0111,2024-11-19 12:07:00,it021,1,Y,41,204
283,ORD_0111,2024-11-19 12:07:00,it002,3,Y,41,159
284,ORD_0112,2024-11-20 22:22:00,it018,3,Y,14,396
285,ORD_0113,2024-11-21 14:25:00,it019,3,Y,67,716
286,ORD_0113,2024-11-21 14:25:00,it020,3,Y,67,453
287,ORD_0114,2024-11-22 18:51:00,it026,1,Y,68,326
288,ORD_0114,2024-11-22 18:51:00,it010,1,Y,68,63
289,ORD_0114,2024-11-22 18:51:00,it030,3,N,68,223
290,ORD_0115,2024-11-24 00:22:00,it024,3,N,7,379
291,ORD_0116,2024-11-24 22:38:00,it031,1,N,31,429
292,ORD_0116,2024-11-24 22:38:00,it017,2,N,31,472
293,ORD_0117,2024-11-25 13:17:00,it022,2,N,69,443
294,ORD_0117,2024-11-25 13:17:00,it014,1,N,69,345
295,ORD_0117,2024-11-25 13:17:00,it029,2,Y,69,154
296,ORD_0118,2024-11-26 19:19:00,it012,3,N,42,144
297,ORD_0119,2024-11-27 17:15:00,it018,3,Y,18,725
298,ORD_0119,2024-11-27 17:15:00,it022,3,N,18,805
299,ORD_0119,2024-11-27 17:15:00,it022,3,N,18,64
300,ORD_0119,2024-11-27 17:15:00,it019,3,N,18,626
301,ORD_0120,2024-11-28 23:54:00,it032,1,N,67,398
302,ORD_0120,2024-11-28 23:54:00,it026,3,Y,67,393
303,ORD_0121,2024-11-29 16:15:00,it023,2,Y,70,843
304,ORD_0121,2024-11-29 16:15:00,it027,3,Y,70,335
305,ORD_0122,2024-12-01 01:48:00,it019,2,N,55,717
306,ORD_0123,2024-12-01 20:51:00,it028,2,Y,71,280
307,ORD_0123,2024-12-01 20:51:00,it002,1,N,71,476
308,ORD_0124,2024-12-02 21:44:00,it023,3,Y,72,740
309,ORD_0124,2024-12-02 21:44:00,it026,3,N,72,405
310,ORD_0124,2024-12-02 21:44:00,it019,1,Y,72,888
311,ORD_0125,2024-12-03 17:40:00,it005,1,N,45,365
312,ORD_0126,2024-12-04 13:47:00,it023,3,N,53,19
313,ORD_0126,2024-12-04 13:47:00,it020,1,Y,53,776
314,ORD_0126,2024-12-04 13:47:00,it017,1,Y,53,57
315,ORD_0126,2024-12-04 13:47:00,it014,3,Y,53,561
316,ORD_0127,2024-12-05 13:40:00,it024,2,N,6,209
317,ORD_0127,2024-12-05 13:40:00,it024,1,N,6,342
318,ORD_0127,2024-12-05 13:40:00,it022,1,Y,6,549
319,ORD_0127,2024-12-05 13:40:00,it007,1,Y,6,596
320,ORD_0128,2024-12-06 23:53:00,it022,2,Y,31,221
321,ORD_0128,2024-12-06 23:53:00,it022,2,N,31,55
322,ORD_0129,2024-12-07 22:21:00,it029,2,N,59,669
323,ORD_0129,2024-12-07 22:21:00,it024,3,Y,59,99
324,ORD_0129,2024-12-07 22:21:00,it017,1,Y,59,634
325,ORD_0129,2024-12-07 22:21:00,it031,2,N,59,574
326,ORD_0130,2024-12-08 16:37:00,it031,1,N,73,442
327,ORD_0130,2024-12-08 16:37:00,it023,3,N,73,64
328,ORD_0130,2024-12-08 16:37:00,it002,1,Y,73,115
329,ORD_0131,2024-12-09 19:09:00,it010,3,N,61,207
330,ORD_0132,2024-12-10 20:53:00,it024,3,Y,39,382
331,ORD_0132,2024-12-10 20:53:00,it002,3,N,39,810
332,ORD_0133,2024-12-11 21:49:00,it032,2,Y,62,616
333,ORD_0133,2024-12-11 21:49:00,it028,2,N,62,355
334,ORD_0134,2024-12-12 22:18:00,it024,1,N,74,767
335,ORD_0134,2024-12-12 22:18:00,it002,3,Y,74,757
336,ORD_0134,2024-12-12 22:18:00,it018,1,N,74,114
337,ORD_0134,2024-12-12 22:18:00,it017,3,Y,74,613
338,ORD_0135,2024-12-13 23:53:00,it023,2,Y,4,311
339,ORD_0135,2024-12-13 23:53:00,it004,2,Y,4,432
340,ORD_0135,2024-12-13 23:53:00,it022,1,Y,4,16
341,ORD_0135,2024-12-13 23:53:00,it004,1,Y,4,711
342,ORD_0136,2024-12-14 19:59:00,it030,1,N,75,717
343,ORD_0137,2024-12-15 21:58:00,it024,2,Y,63,499
344,ORD_0138,2024-12-16 15:10:00,it016,3,N,2,247
345,ORD_0139,2024-12-17 19:15:00,it009,3,N,76,178
346,ORD_0139,2024-12-17 19:15:00,it025,2,N,76,713
347,ORD_0139,2024-12-17 19:15:00,it020,1,Y,76,607
348,ORD_0140,2024-12-18 15:11:00,it024,3,Y,43,857
349,ORD_0141,2024-12-19 20:11:00,it014,1,N,9,446
350,ORD_0141,2024-12-19 20:11:00,it032,3,N,9,21
351,ORD_0141,2024-12-19 20:11:00,it025,1,Y,9,135
352,ORD_0141,2024-12-19 20:11:00,it009,1,N,9,886
353,ORD_0142,2024-12-20 17:41:00,it031,1,Y,77,24
354,ORD_0143,2024-12-21 16:28:00,it032,1,Y,20,176
355,ORD_0143,2024-12-21 16:28:00,it021,1,N,20,249
356,ORD_0143,2024-12-21 16:28:00,it019,3,N,20,11
357,ORD_0143,2024-12-21 16:28:00,it024,3,Y,20,596
358,ORD_0144,2024-12-22 20:06:00,it019,1,N,48,43
359,ORD_0144,2024-12-22 20:06:00,it017,3,Y,48,579
360,ORD_0145,2024-12-23 15:51:00,it024,2,Y,5,427
361,ORD_0145,2024-12-23 15:51:00,it027,2,N,5,661
362,ORD_0146,2024-12-24 14:12:00,it024,2,Y,22,480
363,ORD_0146,2024-12-24 14:12:00,it024,2,N,22,310
364,ORD_0147,2024-12-25 22:20:00,it023,2,N,25,245
365,ORD_0148,2024-12-26 12:07:00,it019,3,N,78,729
366,ORD_0148,2024-12-26 12:07:00,it030,3,N,78,685
367,ORD_0149,2024-12-27 13:36:00,it025,1,N,17,506
368,ORD_0149,2024-12-27 13:36:00,it022,3,Y,17,258
369,ORD_0149,2024-12-27 13:36:00,it020,1,N,17,495
370,ORD_0149,2024-12-27 13:36:00,it017,3,Y,17,210
371,ORD_0150,2024-12-28 16:17:00,it027,1,N,58,565
372,ORD_0150,2024-12-28 16:17:00,it013,1,Y,58,10
373,ORD_0150,2024-12-28 16:17:00,it011,1,Y,58,284
374,ORD_0150,2024-12-28 16:17:00,it014,3,Y,58,487
375,ORD_0151,2024-12-29 21:29:00,it021,1,N,68,445
376,ORD_0151,2024-12-29 21:29:00,it003,2,Y,68,247
377,ORD_0151,2024-12-29 21:29:00,it027,1,Y,68,584
378,ORD_0152,2024-12-30 19:58:00,it028,1,Y,49,321
379,ORD_0152,2024-12-30 19:58:00,it016,2,Y,49,381
380,ORD_0152,2024-12-30 19:58:00,it026,1,N,49,447
381,ORD_0152,2024-12-30 19:58:00,it004,3,N,49,453
382,ORD_0153,2024-12-31 23:46:00,it023,1,N,63,446
383,ORD_0153,2024-12-31 23:46:00,it025,3,Y,63,463
384,ORD_0154,2025-01-02 01:14:00,it009,3,N,79,463
385,ORD_0154,2025-01-02 01:14:00,it017,2,Y,79,778
386,ORD_0154,2025-01-02 01:14:00,it023,2,Y,79,172
387,ORD_0155,2025-01-03 00:51:00,it027,1,Y,80,617
388,ORD_0155,2025-01-03 00:51:00,it022,1,Y,80,635
389,ORD_0156,2025-01-03 12:07:00,it017,1,Y,48,247
390,ORD_0156,2025-01-03 12:07:00,it011,2,Y,48,512
391,ORD_0156,2025-01-03 12:07:00,it016,3,Y,48,156
392,ORD_0157,2025-01-04 19:19:00,it032,3,N,73,769
393,ORD_0157,2025-01-04 19:19:00,it027,2,N,73,541
394,ORD_0157,2025-01-04 19:19:00,it027,3,Y,73,165
395,ORD_0158,2025-01-05 12:54:00,it024,2,N,8,380
396,ORD_0158,2025-01-05 12:54:00,it020,3,N,8,405
397,ORD_0158,2025-01-05 12:54:00,it021,2,Y,8,768
398,ORD_0158,2025-01-05 12:54:00,it017,2,Y,8,618
399,ORD_0159,2025-01-06 20:58:00,it010,1,N,68,476
400,ORD_0160,2025-01-07 18:38:00,it024,2,Y,7,360
401,ORD_0161,2025-01-08 23:45:00,it021,3,Y,48,645
402,ORD_0162,2025-01-09 12:16:00,it029,1,Y,24,95
403,ORD_0162,2025-01-09 12:16:00,it031,3,Y,24,157
404,ORD_0162,2025-01-09 12:16:00,it023,2,Y,24,820
405,ORD_0163,2025-01-10 19:20:00,it005,2,Y,18,427
406,ORD_0164,2025-01-11 12:01:00,it024,3,N,81,646
407,ORD_0164,2025-01-11 12:01:00,it025,3,N,81,831
408,ORD_0164,2025-01-11 12:01:00,it005,2,N,81,805
409,ORD_0165,2025-01-12 18:40:00,it020,1,N,44,422
410,ORD_0165,2025-01-12 18:40:00,it026,2,Y,44,843
411,ORD_0165,2025-01-12 18:40:00,it017,2,N,44,336
412,ORD_0166,2025-01-13 13:16:00,it031,2,Y,2,625
413,ORD_0166,2025-01-13 13:16:00,it012,1,N,2,241
414,ORD_0166,2025-01-13 13:16:00,it020,2,Y,2,446
415,ORD_0167,2025-01-14 16:21:00,it021,1,N,34,338
416,ORD_0167,2025-01-14 16:21:00,it017,2,Y,34,33
